ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20180906000487,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1760788137,N,321963,9234032939,LA CASA DE BUENA SALUD INC,LA CASA SCHOOL BASED HEALTH CLINIC,3/1/1974,NM,CORPORATION,,N,100 COMMERCE WAY,,CLOVIS,NM,881014768
O20180906002098,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1427363209,N,421057,2961678289,CARETEAM PLUS INC,,2/24/1994,,CORPORATION,,N,100 PROFESSIONAL PARK DR,,CONWAY,SC,295269260
O20180906002886,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1235621418,N,111095,0547228686,"EAST GEORGIA HEALTHCARE CENTER, INC.",,5/29/1992,GA,CORPORATION,,N,6459 US HIGHWAY 301,,CLAXTON,GA,304172094
O20180906003529,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1255818803,N,111094,7810980794,CARECONNECT HEALTH INC,CARECONNECT PEDIATRICS,11/7/1980,GA,CORPORATION,,N,760 26TH AVE SE,,MOULTRIE,GA,317686799
O20180907000483,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730517871,N,781912,9931018769,GREATER FAMILY HEALTH,,8/27/1998,IL,CORPORATION,,N,2550 N ANNIE GLIDDEN RD,,DEKALB,IL,601151389
O20180907000970,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1922584481,N,421055,8224949821,"SANDHILLS MEDICAL FOUNDATION, INC.",,5/30/1977,SC,OTHER,FQHC,N,290 MARKET ST,,RUBY,SC,297412900
O20180910001683,AZ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1134622590,N,031975,4587634472,UNITED COMMUNITY HEALTH CENTER - MARIA AUXILIADORA INC,LA CANADA PEDIATRICS,8/6/2018,AZ,CORPORATION,,N,18857 S LA CANADA DR,,SAHUARITA,AZ,856297990
O20180911002376,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215436613,N,041943,1052390390,"EAST ARKANSAS FAMILY HEALTH CENTER, INC",MARVELL-ELAINE SCHOOL BASED HEALTH CENTER,11/1/1973,AR,CORPORATION,,N,1018 US 49,,MARVELL,AR,72366
O20180912000362,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841785607,N,391118,8123914322,WELSH MOUNTAIN HEALTH CENTERS,UNION COMMUNITY CARE,9/25/1973,PA,CORPORATION,,N,920 CHURCH ST,,LEBANON,PA,170464656
O20180913000005,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571158,6608783568,SUN RIVER HEALTH INC.,SUTPHIN HEALTH CENTER,8/5/1975,NY,CORPORATION,,N,105-04 SUTPHIN BOULEVARD,,JAMAICA,NY,114355022
O20180913000807,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571166,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,2510 WESTCHESTER AVE,STE 202,BRONX,NY,104613585
O20180913001376,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571156,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,1543-1545 INWOOD AVE,,BRONX,NY,104522001
O20180913001868,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571155,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,2400 LINDEN BLVD,,BROOKLYN,NY,112084830
O20180913002363,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571153,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,226 E 144TH ST,FL 2,BRONX,NY,104515909
O20180914000397,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571159,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,56 BAY ST,STE 2,STATEN ISLAND,NY,103012563
O20180914000814,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571167,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,1669 BEDFORD AVE,,BROOKLYN,NY,112252009
O20180914001340,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571160,6608783568,SUN RIVER HEALTH INC.,SIDNEY R. BAER JR HEALTH CENTER,8/5/1975,NY,CORPORATION,,N,347 W 37TH ST,FL 1,NEW YORK,NY,100184202
O20180917000008,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571187,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,803 STERLING PL,,BROOKLYN,NY,112163903
O20180917000144,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571152,6608783568,SUN RIVER HEALTH INC.,HUB CENTER,8/5/1975,NY,CORPORATION,,N,459 E 149TH ST,,BRONX,NY,104551314
O20180917000353,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571151,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,57 BAY ST,,STATEN ISLAND,NY,103012510
O20180917001697,PR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1740772102,Y,401854,8527972827,SALUD INTEGRAL EN LA MONTANA INC,,10/18/1974,PR,CORPORATION,,N,CARR 167 KM 17.8,BARRIO PAJAROS PUERTORRIQUENOS,BAYAMON,PR,009610001
O20180918000018,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571154,6608783568,SUN RIVER HEALTH INC.,,8/5/1975,NY,CORPORATION,,N,2412 CHURCH AVE,,BROOKLYN,NY,112264005
O20180918004235,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1235627563,N,921100,4284886789,ST. JUDE NEIGHBORHOOD HEALTH CENTERS,,10/25/2011,CA,CORPORATION,,N,725 W LA VETA AVE,STE 260,ORANGE,CA,928684439
O20180919000362,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1013496561,N,191004,9931130358,"INNIS COMMUNITY HEALTH CENTER, INC",BRUSLY SCHOOL BASED HEALTH CENTER,3/30/1999,LA,CORPORATION,,N,630 NORTH VAUGHN DRIVE,,BRUSLY,LA,707192217
O20180921000446,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1063932929,N,511160,2466431101,CABIN CREEK HEALTH CENTER INC,SUNNYSIDE HEALTH CENTER,6/21/1991,WV,CORPORATION,,N,108 LEE ST E,RM 129,CHARLESTON,WV,253011506
O20180921002944,AK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1184725210,N,021853,2567354533,MAT - SU HEALTH SERVICES INC.,,5/13/1977,AK,CORPORATION,,N,3261 S BIG LAKE RD,,WASILLA,AK,996239663
O20180924000005,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1659864411,N,681132,4183521925,"COLLIER HEALTH SERVICES, INC",FAMILY CARE NORTH,5/17/1977,FL,CORPORATION,,N,1265 CREEKSIDE PKWY,STE 206,NAPLES,FL,341081954
O20180924000726,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1568944080,N,151022,5597679845,MERIDIAN HEALTH SERVICES CORP,,8/3/1971,IN,CORPORATION,,N,707 W 3RD ST,,CONNERSVILLE,IN,473311577
O20180924003333,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1437672433,N,781917,4183942212,INNER-CITY MUSLIM ACTION NETWORK,IMAN YOUTH AND FAMILY HEALTH CENTER,7/21/2017,IL,CORPORATION,,N,2749 W 63RD ST,,CHICAGO,IL,606292342
O20180925001752,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487082608,N,391119,9032010319,PHILADELPHIA FIGHT,,10/15/1990,PA,CORPORATION,,P,2913 KENSINGTON AVE,,PHILADELPHIA,PA,191343016
O20180927001817,MD,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1174019327,N,211922,0244229474,"OWENSVILLE PRIMARY CARE, INC",,5/6/1975,MD,CORPORATION,,N,6131 SHADY SIDE RD,,SHADY SIDE,MD,207649504
O20180927002139,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1972097707,N,361183,2769638154,"EQUITAS HEALTH, INC",,9/26/1984,OH,CORPORATION,,N,750 E LONG ST,,COLUMBUS,OH,432031846
O20180928000720,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1922594506,N,181087,1951211218,"BIG SANDY HEALTH CARE, INC",HOPE FAMILY HEALTH SERVICES,11/20/1974,KY,CORPORATION,,N,214 BERIAH BLVD,,SALYERSVILLE,KY,414657509
O20180928002470,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1871081000,N,341091,9739090226,RURAL HEALTH GROUP INC,RURAL HEALTH GROUP AT DRUGCO EXPRESS,1/4/1985,NC,CORPORATION,,N,1096 E 10TH ST,,ROANOKE RAPIDS,NC,278703052
O20181001002720,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1003244567,N,781915,4183942212,INNER-CITY MUSLIM ACTION NETWORK,IMAN,7/1/1999,IL,CORPORATION,,N,2744 W 63RD ST,,CHICAGO,IL,606292343
O20181002002052,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770039158,N,571130,4880584416,REFUAH HEALTH CENTER INC,,8/11/2011,,CORPORATION,,N,100 ROUTE 59,STE 105,SUFFERN,NY,109014927
O20181003000895,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730488818,N,151023,7618152729,JANE PAULEY COMMUNITY HEALTH CENTER INC,JANE PAULEY COMMUNITY HEALTH CENTER AT CASTLETON,9/17/2009,IN,CORPORATION,,N,7481 N SHADELAND AVE,STE A,INDIANAPOLIS,IN,462502077
O20181005000784,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1124504378,N,361184,7810884780,BUTLER COUNTY COMMUNITY HEALTH CONSORTIUM INC,PRIMARY HEALTH SOLUTIONS,6/15/2018,OH,CORPORATION,,N,601 N BREIEL BLVD,STE B,MIDDLETOWN,OH,450423801
O20181010000428,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588117147,N,361188,3971884636,MY COMMUNITY HEALTH CENTER,,4/11/2016,OH,CORPORATION,,N,2600 7TH ST SW,,CANTON,OH,447101709
O20181011000007,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316424914,N,781916,2466353305,TAPESTRY 360 HEALTH,,8/4/1992,IL,CORPORATION,,N,8320 SKOKIE BLVD,,SKOKIE,IL,600772545
O20181012000401,MT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649663923,N,271868,5294025680,"ALL NATIONS HEALTH CENTER, INC.",,4/1/1970,MT,CORPORATION,,N,830 W CENTRAL AVE,,MISSOULA,MT,598017931
O20181012001691,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1275046716,N,251081,9032027834,"GREATER MERIDIAN HEALTH CLINIC, INC.","GMHC, INC./MPSD CARVER MIDDLE SCHOOL COMMUNITY SCHOOL BASED CLINIC",8/30/2018,MS,CORPORATION,,N,900 44TH AVE,,MERIDIAN,MS,393075913
O20181012002003,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1003824608,N,571131,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,LONG ISLAND CITY HIGH SCHOOL,7/1/1970,NY,CORPORATION,,N,14-30 BROADWAY,,ASTORIA,NY,111064530
O20181012002337,AZ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1811472665,N,031002,5395638878,CHIRICAHUA COMMUNITY HEALTH CENTERS INC,EARLY CHILDHOOD CENTER OF EXCELLENCE,12/6/1995,AZ,CORPORATION,,N,1151 E 16TH ST,,DOUGLAS,AZ,856071603
O20181016000087,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1245244367,N,361187,1759325327,CHANGE INCORPORATED,FAMILY MEDICAL CARE COMMUNITY HEALTH CENTER,3/18/1983,WV,CORPORATION,,N,1305 DENNIS WAY,,TORONTO,OH,439641952
O20181016000873,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1184103285,N,451017,1355326158,"SPECIAL HEALTH RESOURCES FOR TEXAS, INCORPORATED",TYLER WOMEN AND CHILDRENS CLINIC,1/10/1991,TX,CORPORATION,,N,4519 TROUP HWY,,TYLER,TX,757092350
O20181016002306,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1851513469,N,921128,3971571217,WESTERN SIERRA MEDICAL CLINIC INC.,,12/5/2016,CA,OTHER,EXEMPT ORGANIZATION,N,3111 PROFESSIONAL DR,,AUBURN,CA,956032456
O20181017000901,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1760963516,N,041944,2567370620,ARCARE,ARCARE111,2/6/1986,AR,CORPORATION,,N,1400 BRADEN ST,STE 1,JACKSONVILLE,AR,720763721
O20181017003760,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571139,4183535305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,BEDFORD HEALTH CLINIC,7/1/1970,NY,CORPORATION,,N,485 THROOP AVE,,BROOKLYN,NY,112211037
O20181017003766,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114006848,N,011045,0143219196,"RURAL HEALTH MEDICAL PROGRAM, INC.",DEMOPOLIS HEALTH CENTER,9/7/1978,AL,CORPORATION,,N,1502 HIGHWAY 80 EAST,UNIT A,DEMOPOLIS,AL,36732
O20181018002317,KS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1568947737,N,171883,9830098185,GRACEMED HEALTH CLINIC INC,GRACEMED CLEARWATER FAMILY CLINIC,6/21/1994,KS,CORPORATION,,N,101 E ROSS ST,,CLEARWATER,KS,670267824
O20181019000394,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1861971541,N,511159,6608785795,COMMUNITY HEALTH SYSTEMS INC,,,,CORPORATION,,N,224 PROFESSIONAL PARK,,BECKLEY,WV,258013624
O20181019001823,NV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548756265,N,291862,7113835307,NEVADA HEALTH CENTERS INC.,NEVADA CHILDREN'S HEALTH PROJECT,10/22/1992,NV,CORPORATION,,N,1799 MOUNT MARIAH DR,,LAS VEGAS,NV,891061501
O20181020000597,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649769589,N,391121,2860430972,BROAD TOP AREA MEDICAL CENTER INC,,3/8/1971,PA,CORPORATION,,N,6678 TOWNE CENTER BLVD,,HUNTINGDON,PA,166526934
O20181023002193,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1952893091,N,571129,5597992933,JERICHO ROAD MINISTRIES INC,JERICHO ROAD COMMUNITY HEALTH CENTER,1/31/2003,NY,CORPORATION,,N,1021 BROADWAY ST,,BUFFALO,NY,142121460
O20181023002612,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790270502,N,371932,2668373689,COMANCHE COUNTY HOSPITAL AUTHORITY,LCHC FAMILY CARE CLINIC,11/28/2006,OK,OTHER,PUBLIC TRUST,N,3201 W GORE BLVD,STE 203,LAWTON,OK,735056350
O20181024000861,NH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1407331978,N,301834,2769454974,GREATER SEACOAST COMMUNITY HEALTH,,11/21/2018,NH,CORPORATION,,N,25 OLD DOVER RD,,ROCHESTER,NH,038673464
O20181025001346,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841780863,N,361191,8123928645,COMMUNITY ACTION AGENCY OF COLUMBIANA COUNTY INC,CAA CAMPUS AT EAST LIVERPOOL BLDG 2,7/9/1965,OH,CORPORATION,,N,16494 SAINT CLAIR AVE,,EAST LIVERPOOL,OH,439209142
O20181026001958,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1639667645,N,451025,6002853538,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,VIBRANCE HEALTH HEALTH SERVICES WHARTON,7/5/2003,TX,CORPORATION,,N,10119 US 59 HWY,,WHARTON,TX,774887224
O20181029000357,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1154800340,N,361189,6709981764,COUNTY OF MEDINA AUDITOR,MEDINA COUNTY HEALTH DEPARTMENT,,,OTHER,LOCAL GOVERNMENT,N,4800 LEDGEWOOD DR,,MEDINA,OH,442567666
O20181029001731,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902309370,N,191005,0749403517,START CORPORATION,START COMMUNITY HEALTH CENTER,12/19/1985,LA,CORPORATION,,N,1505 N FLORIDA ST,,COVINGTON,LA,704331544
O20181029002309,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1104175058,N,511009,0446232987,COMMUNITY CARE OF WEST VIRGINIA INC,BRAXTON COUNTY MIDDLE SCHOOL WELLNESS CENTER,7/1/1984,WV,CORPORATION,,N,100 CARTER BRAXTON DR,,SUTTON,WV,266019773
O20181030000399,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548750847,N,261162,3072598143,GREAT MINES HEALTH CENTER,KINGSTON K-14 SCHOOL DISTRICT,10/7/2002,MO,CORPORATION,,N,10047 DIAMOND RD,,CADET,MO,636309581
O20181030001849,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1336649599,N,361190,8022247469,COMMUNITY HEALTH & WELLNESS PARTNERS OF LOGAN COUNTY,BELLEFONTAINE COMMUNITY HEALTH CENTER,6/6/2012,OH,CORPORATION,,N,212 E COLUMBUS AVE,STE 1,BELLEFONTAINE,OH,433112033
O20181031000683,UT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316421761,N,461862,5991698169,COMMUNITY HEALTH CENTERS INC,CENTRAL CITY CLINIC,12/22/1985,UT,CORPORATION,,N,610 S 200 E,STE B,SALT LAKE CITY,UT,841113802
O20181031001331,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356714646,N,921101,6305755455,MENDOCINO COMMUNITY HEALTH CLINIC INC,DORA STREET HEALTH CENTER SUTE A1,3/2/1992,CA,OTHER,NONPROFIT FQHC,N,1165 S DORA ST,STE A1,UKIAH,CA,954826353
O20181101000822,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1811471725,N,111097,7911811922,"ALBANY AREA PRIMARY HEALTH CARE, INC",AAPHC WOMEN'S HEALTH CENTER,11/29/1979,GA,CORPORATION,,N,810 13TH AVE,STE 107,ALBANY,GA,317011333
O20181101002723,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1750830600,N,681133,8729996608,LEE MEMORIAL HEALTH SYSTEM,LEE COMMUNITY HEALTHCARE LEHIGH ACRES,10/1/2018,FL,OTHER,NON-PROFIT,N,5705 LEE BLVD,STE 1,LEHIGH ACRES,FL,339716342
O20181103000176,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790133379,N,921131,1658264684,"MISSION CITY COMMUNITY NETWORK, INC.",,9/26/1988,CA,CORPORATION,,N,405 E BUENA VISTA ST,,BARSTOW,CA,923112815
O20181103000182,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1245623156,N,921108,1658637202,SERENITY CARE HEALTH GROUP,,6/30/2014,CA,CORPORATION,,N,2100 E ANAHEIM ST,STE B,LONG BEACH,CA,908043419
O20181105000496,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215128046,N,251082,2567371032,"G A CARMICHAEL FAMILY HEALTH CENTER, INC.",,10/1/2007,MS,CORPORATION,,N,110 N JERRY CLOWER BLVD,STE L,YAZOO CITY,MS,391948669
O20181106000885,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801389044,N,451022,6800881285,EL CENTRO DEL BARRIO INC,,11/14/1973,TX,CORPORATION,,N,5439 RAY ELLISON BLVD,,SAN ANTONIO,TX,782422219
O20181106003051,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1376010504,N,681134,4082625827,TREASURE COAST COMMUNITY HEALTH INC,,10/8/1993,FL,CORPORATION,,N,"787 37TH ST, STE 140",,VERO BEACH,FL,329607305
O20181107001160,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790268159,N,681135,9638165806,ESCAMBIA COMMUNITY CLINICS INC,,1/1/1990,FL,CORPORATION,,N,5375 N 9TH AVE,STE A,PENSACOLA,FL,325048725
O20181108000354,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1437632627,N,041945,5193785590,"MAINLINE HEALTH SYSTEMS, INC",HAMBURG MIDDLE SCHOOL,1/10/1986,AR,CORPORATION,,N,1109 CUB DRIVE,,HAMBURG,AR,716463244
O20181108000674,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1700373008,N,921105,8426968520,"COMMUNITY MEDICAL CENTERS, INC.","COMMUNITY MEDICAL CENTERS, WEST LANE",1/9/1978,CA,CORPORATION,,N,7912 WEST LN,STE 221,STOCKTON,CA,952103159
O20181108001413,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1538514344,N,151027,3678567898,ADULT AND CHILD MENTAL HEALTH CENTER INC,ADULT AND CHILD HEALTH,5/6/1982,IN,CORPORATION,,N,8320 MADISON AVE,,INDIANAPOLIS,IN,462276066
O20181108002942,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1972083012,N,011049,1052224052,ALTAPOINTE HEALTH SYSTEMS INC,ACCORDIA HEALTH- BAYOU LA BATRE,1/30/1976,AL,CORPORATION,,N,13833 TAPIA AVE,,BAYOU LA BATRE,AL,365092515
O20181109001193,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497244412,N,511158,7416861810,RAINELLE MEDICAL CENTER INC,LEWISBURG HEALTH CENTER,11/13/1988,WV,CORPORATION,,N,296 FAIR ST,,LEWISBURG,WV,249012632
O20181109002058,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1184102725,N,111102,7810980794,CARECONNECT HEALTH INC,CARECONNECT FAMILY PRACTICE,11/7/1980,GA,CORPORATION,,N,9 W MAIN ST,,ALAMO,GA,304113516
O20181113000735,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093226243,N,921140,7012824717,COMMUNITY HEALTH SYSTEMS INC,BLOOMINGTON COMMUNITY HEALTH CENTER- BUILDING 2,5/17/1984,CA,CORPORATION,,N,18651 VALLEY BLVD,,BLOOMINGTON,CA,923161831
O20181113001854,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396237434,N,511156,4587568134,WOMENCARE INC,FAMILYCARE HEALTH CENTER,6/2/1989,WV,CORPORATION,,N,5161 WASHINGTON ST W,,CROSS LANES,WV,253131535
O20181114000858,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215422720,N,061987,8022284074,"SUMMIT COMMUNITY CARE CLINIC, INC.",,5/24/2004,CO,OTHER,501C3,N,640 HATHAWAY ST,,FAIRPLAY,CO,80440
O20181114002342,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1013997691,N,221951,0042217507,LYNN COMMUNITY HEALTH INC,,1/12/1973,MA,CORPORATION,,N,58 BLOSSOM ST,,LYNN,MA,019024508
O20181114002514,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1013997691,N,221952,0042217507,LYNN COMMUNITY HEALTH INC,,1/12/1973,MA,CORPORATION,,N,34 HOOD ST,,LYNN,MA,019052330
O20181115001836,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1952885600,N,011048,1658356308,"FRANKLIN PRIMARY HEALTH CENTER, INC.",CHARLES WHITE FAMILY HEALTH CENTER,,AL,CORPORATION,,N,990 CODY RD N,,MOBILE,AL,366084833
O20181115001888,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1043664766,N,921138,6305756339,FAMILY HEALTHCARE NETWORK,,6/29/1978,CA,CORPORATION,,N,1008 N CHERRY ST,,TULARE,CA,932742212
O20181115002084,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1659866879,N,921137,5597782144,AVENAL COMMUNITY HEALTH CENTER,ARIA COMMUNITY HEALTH CENTER,3/19/1996,CA,CORPORATION,,N,229 W CHERRY AVE,,PORTERVILLE,CA,932573401
O20181115002093,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356840581,N,571136,3779845284,"HUDSON VALLEY REGIONAL COMMUNITY HEALTH CENTERS, INC.",,4/25/2017,NY,CORPORATION,,N,301 MANCHESTER RD,STE 104,POUGHKEEPSIE,NY,126032587
O20181115002351,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1477051589,N,571135,3779845284,"HUDSON VALLEY REGIONAL COMMUNITY HEALTH CENTERS, INC.","HUDSON VALLEY REGIONAL COMMUNITY HEALTH CENTERS, INC. -PUTNAM",4/25/2017,NY,CORPORATION,,N,15 MOUNT EBO RD S,STE 1,BREWSTER,NY,105094004
