hc_id,year,hc_type,HealthCenterName,AK
'2031,2007,fqhc,St. Thomas East End Medical Corporation,TN
'09E00064,2019,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",CA
'09E00064,2018,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",CA
'09E00064,2017,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",FL
'09E00064,2016,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",IA
'09E00064,2015,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",KS
'09E00064,2014,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",MA
'09E00064,2013,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",MN
'09E00064,2012,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",MO
'09E00064,2011,fqhc,"ST. VINCENT DE PAUL VILLAGE, INC",NJ
'1874,2010,fqhc,"St. Vincent de Paul Village, Inc",NY
'760,2009,fqhc,"St. Vincent de Paul Village, Inc",OK
'725,2008,fqhc,"St. Vincent de Paul Village, Inc",PA
'09E00703,2019,lookalike,"STANISLAUS, COUNTY OF",AK
'09E00703,2018,lookalike,"STANISLAUS, COUNTY OF",CA
'09E00703,2017,lookalike,"STANISLAUS, COUNTY OF",CA
'09E00703,2016,lookalike,"STANISLAUS, COUNTY OF",FL
'06E01206,2019,fqhc,START CORPORATION,AZ
'06E01206,2018,fqhc,START CORPORATION,CA
'06E01206,2017,fqhc,START CORPORATION,CT
'06E01206,2016,fqhc,START CORPORATION,HI
'06E01206,2015,fqhc,START CORPORATION,IN
'012410,2019,fqhc,"STAYWELL HEALTH CARE, INC.",AK
'012410,2018,fqhc,"STAYWELL HEALTH CARE, INC.",CA
'012410,2017,fqhc,"STAYWELL HEALTH CARE, INC.",CA
'012410,2016,fqhc,"STAYWELL HEALTH CARE, INC.",FL
'012410,2015,fqhc,"STAYWELL HEALTH CARE, INC.",ID
'012410,2014,fqhc,"STAYWELL HEALTH CARE, INC.",KY
'012410,2013,fqhc,"STAYWELL HEALTH CARE, INC.",MD
'012410,2012,fqhc,"STAYWELL HEALTH CARE, INC.",MO
'012410,2011,fqhc,"STAYWELL HEALTH CARE, INC.",NC
'1566,2010,fqhc,"STAYWELL HEALTH CARE, INC.",NY
'445,2009,fqhc,"STAYWELL HEALTH CARE, INC.",OH
'428,2008,fqhc,"STAYWELL HEALTH CARE, INC.",PA
'1363,2007,fqhc,"Staywell Health Care, Inc.",SC
'2611,2006,fqhc,"Staywell Health Care, Inc.",TX
'1692,2005,fqhc,"Staywell Health Care, Inc.",VT
'1364,2004,fqhc,"Staywell Health Care, Inc.",WV
'1887,2005,fqhc,Stedman-Wade Health Services Inc,WA
'1621,2004,fqhc,Stedman-Wade Health Services Inc,WV
'046910,2019,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",AL
'046910,2018,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",CA
'046910,2017,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",CO
'046910,2016,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",GA
'046910,2015,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",IL
'046910,2014,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",LA
'046910,2013,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",ME
'046910,2012,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",MO
'046910,2011,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",ND
'1735,2010,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",NY
'617,2009,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",OK
'588,2008,fqhc,"STEDMAN-WADE HEALTH SERVICES, INC.",PA
'1487,2007,fqhc,"Stedman-Wade Health Services, Inc.",SC
'2758,2006,fqhc,"Stedman-Wade Health Services, Inc.",TX
'06E00070,2019,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",AZ
'06E00070,2018,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",CA
'06E00070,2017,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",CT
'06E00070,2016,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",HI
'06E00070,2015,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",IN
'06E00070,2014,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",MA
'06E00070,2013,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",MI
'06E00070,2012,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",MO
'06E00070,2011,fqhc,"STEPHEN F AUSTIN COMMUNITY HEALTH CENTER, INC.",NJ
'1652,2010,fqhc,"Stephen F Austin Community Health Center, Inc.",NY
'533,2009,fqhc,"Stephen F Austin Community Health Center, Inc.",OH
'052250,2019,fqhc,STERLING AREA HEALTH CENTER,AR
'052250,2018,fqhc,STERLING AREA HEALTH CENTER,CA
'052250,2017,fqhc,STERLING AREA HEALTH CENTER,CO
'052250,2016,fqhc,STERLING AREA HEALTH CENTER,GA
'052250,2015,fqhc,STERLING AREA HEALTH CENTER,IL
'052250,2014,fqhc,STERLING AREA HEALTH CENTER,LA
'052250,2013,fqhc,STERLING AREA HEALTH CENTER,MI
'052250,2012,fqhc,STERLING AREA HEALTH CENTER,NC
'052250,2011,fqhc,STERLING AREA HEALTH CENTER,NH
'1459,2010,fqhc,STERLING AREA HEALTH CENTER,NY
'338,2009,fqhc,STERLING AREA HEALTH CENTER,OH
'326,2008,fqhc,STERLING AREA HEALTH CENTER,PA
'2432,2007,fqhc,Sterling Area Health Center,TX
'2951,2006,fqhc,Sterling Area Health Center,TX
'1828,2005,fqhc,Sterling Area Health Center,WA
'1791,2004,fqhc,Sterling Area Health Center,WV
'04E00512,2019,fqhc,"STERLING HEALTH SOLUTIONS, INC",AL
'04E00512,2018,fqhc,"STERLING HEALTH SOLUTIONS, INC",CA
'04E00512,2017,fqhc,"STERLING HEALTH SOLUTIONS, INC",CO
'04E00512,2016,fqhc,"STERLING HEALTH SOLUTIONS, INC",GA
'04E00512,2015,fqhc,"STERLING HEALTH SOLUTIONS, INC",IL
'04E00512,2014,fqhc,"STERLING HEALTH SOLUTIONS, INC",LA
'04E00512,2013,fqhc,"STERLING HEALTH SOLUTIONS, INC",ME
'04E00512,2012,fqhc,"STERLING HEALTH SOLUTIONS, INC",NC
'1026,2005,fqhc,"Stewart Webster Rural Health, Inc.",UT
'932,2004,fqhc,"Stewart Webster Rural Health, Inc.",WA
'0619510,2019,fqhc,STIGLER HEALTH AND WELLNESS CENTER,AZ
'0619510,2018,fqhc,STIGLER HEALTH AND WELLNESS CENTER,CA
'0619510,2017,fqhc,STIGLER HEALTH AND WELLNESS CENTER,CT
'0619510,2016,fqhc,STIGLER HEALTH AND WELLNESS CENTER,GA
'0619510,2015,fqhc,STIGLER HEALTH AND WELLNESS CENTER,IN
'0619510,2014,fqhc,STIGLER HEALTH AND WELLNESS CENTER,MA
'0619510,2013,fqhc,STIGLER HEALTH AND WELLNESS CENTER,MI
'0619510,2012,fqhc,STIGLER HEALTH AND WELLNESS CENTER,MN
'0619510,2011,fqhc,STIGLER HEALTH AND WELLNESS CENTER,NH
'1727,2010,fqhc,Stigler Health and Wellness Center,NY
'609,2009,fqhc,Stigler Health and Wellness Center,OK
'580,2008,fqhc,Stigler Health and Wellness Center,PA
'2349,2007,fqhc,Stigler Health and Wellness Center,TX
'2893,2006,fqhc,Stigler Health and Wellness Center,TX
'1647,2005,fqhc,Stigler Health and Wellness Center,VT
'2565,2006,fqhc,Stone Mountain Health Services,TX
'1992,2005,fqhc,Stone Mountain Health Services,WA
'1318,2004,fqhc,Stone Mountain Health Services,WI
'031760,2019,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,AK
'031760,2018,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,CA
'031760,2017,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,CA
'031760,2016,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,FL
'031760,2015,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,IL
'031760,2014,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,KY
'031760,2013,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,MD
'031760,2012,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,MT
'031760,2011,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,NC
'1507,2010,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,NY
'386,2009,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,OH
'372,2008,fqhc,STONY CREEK COMMUNITY HEALTH CENTER,PA
'1980,2007,fqhc,Stony Creek Community Health Center,TN
'2281,2006,fqhc,Stony Creek Community Health Center,TX
'1124,2005,fqhc,Stony Creek Community Health Ctr,UT
'1311,2004,fqhc,Stony Creek Community Health Ctr,WI
'032230,2019,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",AK
'032230,2018,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",CA
'032230,2017,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",CA
'032230,2016,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",FL
'032230,2015,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",IL
'032230,2014,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",KY
'032230,2013,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",MD
'032230,2012,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",MO
'032230,2011,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",NC
'1992,2010,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",NY
'877,2009,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",OR
'840,2008,fqhc,"STO-ROX FAMILY HEALTH COUNCIL, INC.",PR
'1688,2007,fqhc,"Sto-Rox Neighborhood Health Council, Inc.",SC
'2560,2006,fqhc,"Sto-Rox Neighborhood Health Council, Inc.",TX
'060840,2019,fqhc,SU CLINICA FAMILIAR,AS
'060840,2018,fqhc,SU CLINICA FAMILIAR,CA
'060840,2017,fqhc,SU CLINICA FAMILIAR,CT
'060840,2016,fqhc,SU CLINICA FAMILIAR,GA
'060840,2015,fqhc,SU CLINICA FAMILIAR,IN
'060840,2014,fqhc,SU CLINICA FAMILIAR,MA
'060840,2013,fqhc,SU CLINICA FAMILIAR,MI
'060840,2012,fqhc,SU CLINICA FAMILIAR,MT
'060840,2011,fqhc,SU CLINICA FAMILIAR,NH
'1971,2010,fqhc,SU CLINICA FAMILIAR,NY
'855,2009,fqhc,SU CLINICA FAMILIAR,OR
'819,2008,fqhc,SU CLINICA FAMILIAR,PR
'1566,2007,fqhc,Su Clinica Familiar,SC
'2263,2006,fqhc,Su Clinica Familiar,TX
'1152,2005,fqhc,Su Clinica Familiar,UT
'1226,2004,fqhc,Su Clinica Familiar,WI
'08E00412,2019,fqhc,SUMMIT COMMUNITY CARE CLINIC,AZ
'08E00412,2018,fqhc,SUMMIT COMMUNITY CARE CLINIC,CA
'08E00412,2017,fqhc,SUMMIT COMMUNITY CARE CLINIC,DE
'08E00412,2016,fqhc,SUMMIT COMMUNITY CARE CLINIC,HI
'08E00412,2015,fqhc,SUMMIT COMMUNITY CARE CLINIC,IN
'0423590,2017,fqhc,SUMTER FAMILY HEALTH CENTER,CA
'0423590,2016,fqhc,SUMTER FAMILY HEALTH CENTER,GA
'0423590,2015,fqhc,SUMTER FAMILY HEALTH CENTER,IL
'0423590,2014,fqhc,SUMTER FAMILY HEALTH CENTER,LA
'0423590,2013,fqhc,SUMTER FAMILY HEALTH CENTER,ME
'0423590,2012,fqhc,SUMTER FAMILY HEALTH CENTER,MS
'0423590,2011,fqhc,SUMTER FAMILY HEALTH CENTER,NC
'1836,2010,fqhc,SUMTER FAMILY HEALTH CENTER,NY
'721,2009,fqhc,SUMTER FAMILY HEALTH CENTER,OK
'689,2008,fqhc,SUMTER FAMILY HEALTH CENTER,PA
'1597,2007,fqhc,Sumter Family Health Center,SC
'2173,2006,fqhc,Sumter Family Health Center,TX
'1459,2005,fqhc,Sumter Family Health Center,VA
'1034,2004,fqhc,Sumter Family Health Center,WA
'090030,2019,fqhc,SUN LIFE FAMILY HEALTH CENTER,AZ
'090030,2018,fqhc,SUN LIFE FAMILY HEALTH CENTER,CA
'090030,2017,fqhc,SUN LIFE FAMILY HEALTH CENTER,DE
'090030,2016,fqhc,SUN LIFE FAMILY HEALTH CENTER,HI
'090030,2015,fqhc,SUN LIFE FAMILY HEALTH CENTER,IN
'090030,2014,fqhc,SUN LIFE FAMILY HEALTH CENTER,MA
'090030,2013,fqhc,SUN LIFE FAMILY HEALTH CENTER,MI
'090030,2012,fqhc,SUN LIFE FAMILY HEALTH CENTER,MS
'090030,2011,fqhc,SUN LIFE FAMILY HEALTH CENTER,NJ
'1766,2010,fqhc,SUN LIFE FAMILY HEALTH CENTER,NY
'649,2009,fqhc,SUN LIFE FAMILY HEALTH CENTER,OK
'619,2008,fqhc,SUN LIFE FAMILY HEALTH CENTER,PA
'2644,2006,fqhc,Sun Life Family Health Center,TX
'1491,2005,fqhc,Sun Life Family Health Center,VA
'1491,2004,fqhc,Sun Life Family Health Center,WV
'2169,2007,fqhc,"Sun Life Family Health Center, Inc.",TN
'2190,2007,fqhc,Suncoast Community Health Centers,TN
'041750,2019,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",AL
'041750,2018,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",CA
'041750,2017,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",CA
'041750,2016,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",GA
'041750,2015,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",IL
'041750,2014,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",LA
'041750,2013,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",ME
'041750,2012,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",MS
'041750,2011,fqhc,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",NC
'2244,2010,fqhc,"Suncoast Community Health Centers, Inc.",NY
'1129,2009,fqhc,"Suncoast Community Health Centers, Inc.",OR
'1083,2008,fqhc,"Suncoast Community Health Centers, Inc.",PW
'2273,2006,fqhc,"Suncoast Community Health Centers, Inc.",TX
'1103,2005,fqhc,"Suncoast Community Health Centers, Inc.",UT
'956,2004,fqhc,"Suncoast Community Health Centers, Inc.",WA
'1406,2005,fqhc,Sunrise Comm Health Center,VA
'1686,2004,fqhc,Sunrise Comm Health Center,WV
'080140,2019,fqhc,SUNRISE COMMUNITY HEALTH,AZ
'080140,2018,fqhc,SUNRISE COMMUNITY HEALTH,CA
'080140,2017,fqhc,SUNRISE COMMUNITY HEALTH,DC
'080140,2016,fqhc,SUNRISE COMMUNITY HEALTH,HI
'080140,2015,fqhc,SUNRISE COMMUNITY HEALTH,IN
'080140,2014,fqhc,SUNRISE COMMUNITY HEALTH,MA
'080140,2013,fqhc,SUNRISE COMMUNITY HEALTH,MI
'080140,2012,fqhc,SUNRISE COMMUNITY HEALTH,MN
'080140,2011,fqhc,SUNRISE COMMUNITY HEALTH,NJ
'1411,2010,fqhc,Sunrise Community Health,NY
'291,2009,fqhc,Sunrise Community Health,OH
'280,2008,fqhc,Sunrise Community Health,PA
'1524,2007,fqhc,Sunrise Community Health,SC
'2093,2006,fqhc,Sunrise Community Health Center,TX
'090130,2019,fqhc,SUNSET COMMUNITY HEALTH CENTER,AZ
'090130,2018,fqhc,SUNSET COMMUNITY HEALTH CENTER,CA
'090130,2017,fqhc,SUNSET COMMUNITY HEALTH CENTER,DE
'090130,2016,fqhc,SUNSET COMMUNITY HEALTH CENTER,HI
'090130,2015,fqhc,SUNSET COMMUNITY HEALTH CENTER,IN
'090130,2014,fqhc,SUNSET COMMUNITY HEALTH CENTER,MA
'090130,2013,fqhc,SUNSET COMMUNITY HEALTH CENTER,MI
'090130,2012,fqhc,SUNSET COMMUNITY HEALTH CENTER,NC
'090130,2011,fqhc,SUNSET COMMUNITY HEALTH CENTER,NJ
'1521,2010,fqhc,SUNSET COMMUNITY HEALTH CENTER,NY
'400,2009,fqhc,SUNSET COMMUNITY HEALTH CENTER,OH
'385,2008,fqhc,SUNSET COMMUNITY HEALTH CENTER,PA
'2159,2007,fqhc,"Sunset Community Health Center, Inc.",TN
'2754,2006,fqhc,"Sunset Community Health Center, Inc.",TX
'1293,2005,fqhc,"Sunset Community Health Center, Inc.",VA
'1499,2004,fqhc,"SUNSET COMMUNITY HEALTH CENTER, INC.",WV
'1231,2007,fqhc,Sunset Park Family Health Center,RI
'1602,2004,fqhc,Sunset Park Family Health Center,WV
'2693,2006,fqhc,Sunset Park Family Health Center Network,TX
'1917,2005,fqhc,Sunset Park Family Health Center Network,WA
'0218870,2019,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",AK
'0218870,2018,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",CA
'0218870,2017,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",CA
'0218870,2016,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",FL
'0218870,2015,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",IL
'0218870,2014,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",KY
'0218870,2013,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",MD
'0218870,2012,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",MO
'0218870,2011,fqhc,"SUNSET PARK HEALTH COUNCIL, INC",NC
'1561,2010,fqhc,"Sunset Park Health Council, Inc",NY
'440,2009,fqhc,"Sunset Park Health Council, Inc",OH
'423,2008,fqhc,"Sunset Park Health Council, Inc",PA
'102120,2019,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",CA
'102120,2018,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",CA
'102120,2017,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",FL
'102120,2016,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",ID
'102120,2015,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",KS
'102120,2014,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",MA
'102120,2013,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",MN
'102120,2012,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",MS
'102120,2011,fqhc,"SUNSHINE COMMUNITY HEALTH  CENTER, INC.",NM
'1731,2010,fqhc,"Sunshine Community Health  Center, Inc.",NY
'613,2009,fqhc,SUNSHINE COMMUNITY HEALTH CENTER,OK
'584,2008,fqhc,SUNSHINE COMMUNITY HEALTH CENTER,PA
'1394,2007,fqhc,Sunshine Community Health Center,SC
'2191,2006,fqhc,Sunshine Community Health Center,TX
'1426,2005,fqhc,Sunshine Community Health Center,VA
'1008,2004,fqhc,Sunshine Community Health Center,WA
'03E00505,2019,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",AK
'03E00505,2018,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",CA
'03E00505,2017,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",CA
'03E00505,2016,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",FL
'03E00505,2015,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",IL
'03E00505,2014,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",LA
'03E00505,2013,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",ME
'03E00505,2012,fqhc,"SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.",MT
'1705,2004,fqhc,"SW Health Agency For Rural People, Inc (SHARP)",WV
'2976,2006,fqhc,"SW Health Agency For Rural People, Inc. (SHARP)",TX
'081100,2017,fqhc,"SWEET MEDICAL CENTER, INC.",DC
'081100,2016,fqhc,"SWEET MEDICAL CENTER, INC.",HI
'081100,2015,fqhc,"SWEET MEDICAL CENTER, INC.",IN
'081100,2014,fqhc,"SWEET MEDICAL CENTER, INC.",MA
'081100,2013,fqhc,"SWEET MEDICAL CENTER, INC.",MI
'081100,2012,fqhc,"SWEET MEDICAL CENTER, INC.",MS
'081100,2011,fqhc,"SWEET MEDICAL CENTER, INC.",NJ
'2229,2010,fqhc,"SWEET MEDICAL CENTER, INC.",NY
'1114,2009,fqhc,"SWEET MEDICAL CENTER, INC.",OR
'1067,2008,fqhc,"SWEET MEDICAL CENTER, INC.",PR
'1968,2007,fqhc,"Sweet Medical Center, Inc.",TN
'2094,2006,fqhc,"Sweet Medical Center, Inc.",TX
'1403,2005,fqhc,"Sweet Medical Center, Inc.",VA
'1020,2004,fqhc,"Sweet Medical Center, Inc.",WA
'08E01072,2016,fqhc,SWEETWATER COUNTY CHC,HI
'08E01072,2015,fqhc,SWEETWATER COUNTY CHC,IN
'08E01072,2014,fqhc,SWEETWATER COUNTY CHC,MA
'063380,2019,fqhc,SWLA CENTER FOR HEALTH SERVICES,AZ
'063380,2018,fqhc,SWLA CENTER FOR HEALTH SERVICES,CA
'063380,2017,fqhc,SWLA CENTER FOR HEALTH SERVICES,CT
'063380,2016,fqhc,SWLA CENTER FOR HEALTH SERVICES,GA
'063380,2015,fqhc,SWLA CENTER FOR HEALTH SERVICES,IN
'063380,2014,fqhc,SWLA CENTER FOR HEALTH SERVICES,MA
'063380,2013,fqhc,SWLA CENTER FOR HEALTH SERVICES,MI
'063380,2012,fqhc,SWLA CENTER FOR HEALTH SERVICES,MT
'063380,2011,fqhc,SWLA CENTER FOR HEALTH SERVICES,NJ
'1622,2010,fqhc,SWLA Center for Health Services,NY
'501,2009,fqhc,SWLA Center for Health Services,OH
'480,2008,fqhc,SWLA Center for Health Services,PA
'1632,2007,fqhc,SWLA Center for Health Services,SC
'2580,2006,fqhc,SWLA Center for Health Services,TX
'070270,2019,fqhc,SWOPE HEALTH SERVICES,AZ
'070270,2018,fqhc,SWOPE HEALTH SERVICES,CA
'070270,2017,fqhc,SWOPE HEALTH SERVICES,CT
'070270,2016,fqhc,SWOPE HEALTH SERVICES,HI
'070270,2015,fqhc,SWOPE HEALTH SERVICES,IN
'070270,2014,fqhc,SWOPE HEALTH SERVICES,MA
'070270,2013,fqhc,SWOPE HEALTH SERVICES,MI
'070270,2012,fqhc,SWOPE HEALTH SERVICES,NC
'070270,2011,fqhc,SWOPE HEALTH SERVICES,NJ
'2581,2006,fqhc,Swope Health Services,TX
'1567,2005,fqhc,Swope Parkway Health Center,VA
'1376,2004,fqhc,Swope Parkway Health Center,WV
'020160,2012,fqhc,SYRACUSE COMMUNITY HEALTH CENTER,MN
'020160,2011,fqhc,SYRACUSE COMMUNITY HEALTH CENTER,NC
'1612,2010,fqhc,SYRACUSE COMMUNITY HEALTH CENTER,NY
'490,2009,fqhc,SYRACUSE COMMUNITY HEALTH CENTER,OH
'469,2008,fqhc,SYRACUSE COMMUNITY HEALTH CENTER,PA
'020160,2019,fqhc,"SYRACUSE COMMUNITY HEALTH CENTER, INC.",AK
'020160,2018,fqhc,"SYRACUSE COMMUNITY HEALTH CENTER, INC.",CA
'020160,2017,fqhc,"SYRACUSE COMMUNITY HEALTH CENTER, INC.",CA
'020160,2016,fqhc,"SYRACUSE COMMUNITY HEALTH CENTER, INC.",FL
'020160,2015,fqhc,"SYRACUSE COMMUNITY HEALTH CENTER, INC.",ID
'020160,2014,fqhc,"SYRACUSE COMMUNITY HEALTH CENTER, INC.",KY
'020160,2013,fqhc,"SYRACUSE COMMUNITY HEALTH CENTER, INC.",MD
'1253,2007,fqhc,"Syracuse Community Health Center, Inc.",RI
'2749,2006,fqhc,"Syracuse Community Health Center, Inc.",TX
'1695,2005,fqhc,"Syracuse Community Hlth Ctr, Inc.",VT
'1546,2004,fqhc,"Syracuse Community Hlth Ctr, Inc.",WV
'092440,2019,fqhc,"T.H.E. CLINIC, INC.",CA
'092440,2018,fqhc,"T.H.E. CLINIC, INC.",CA
'092440,2017,fqhc,"T.H.E. CLINIC, INC.",FL
'092440,2016,fqhc,"T.H.E. CLINIC, INC.",IA
'092440,2015,fqhc,"T.H.E. CLINIC, INC.",KS
'092440,2014,fqhc,"T.H.E. CLINIC, INC.",MA
'092440,2013,fqhc,"T.H.E. CLINIC, INC.",MI
'092440,2012,fqhc,"T.H.E. CLINIC, INC.",MO
'092440,2011,fqhc,"T.H.E. CLINIC, INC.",NJ
'1437,2010,fqhc,"T.H.E. CLINIC, INC.",NY
'317,2009,fqhc,"T.H.E. CLINIC, INC.",OH
'304,2008,fqhc,"T.H.E. CLINIC, INC.",PA
'1791,2007,fqhc,"T.H.E. Clinic, Inc.",SD
'3001,2006,fqhc,"T.H.E. Clinic, Inc.",UT
'1843,2005,fqhc,"T.H.E. Clinic, Inc.",WA
'1647,2004,fqhc,"T.H.E. Clinic, Inc.",WV
'1887,2004,fqhc,Tafuna Family Health Center,WY
'05E01059,2019,fqhc,TALBERT HOUSE HEALTH CENTER,AR
'05E01059,2018,fqhc,TALBERT HOUSE HEALTH CENTER,CA
'05E01059,2017,fqhc,TALBERT HOUSE HEALTH CENTER,CT
'05E01059,2016,fqhc,TALBERT HOUSE HEALTH CENTER,GA
'05E01059,2015,fqhc,TALBERT HOUSE HEALTH CENTER,IL
'05E01059,2014,fqhc,TALBERT HOUSE HEALTH CENTER,MA
'2046,2006,fqhc,"Tampa Community Health Centers, Inc",TX
'1095,2005,fqhc,"Tampa Community Health Centers, Inc",UT
'979,2004,fqhc,"Tampa Community Health Centers, Inc",WA
'0412810,2019,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",AL
'0412810,2018,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",CA
'0412810,2017,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",CA
'0412810,2016,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",FM
'0412810,2015,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",IL
'0412810,2014,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",LA
'0412810,2013,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",ME
'0412810,2012,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",MS
'0412810,2011,fqhc,"TAMPA FAMILY HEALTH CENTERS, INC.",NC
'1769,2010,fqhc,"Tampa Family Health Centers, Inc.",NY
'652,2009,fqhc,"Tampa Family Health Centers, Inc.",OK
'622,2008,fqhc,"Tampa Family Health Centers, Inc.",PA
'1667,2007,fqhc,"Tampa Family Health Centers, Inc.",SC
'101250,2019,fqhc,TANANA CHIEFS CONFERENCE,CA
'101250,2018,fqhc,TANANA CHIEFS CONFERENCE,CA
'101250,2017,fqhc,TANANA CHIEFS CONFERENCE,FL
'101250,2016,fqhc,TANANA CHIEFS CONFERENCE,IA
'101250,2015,fqhc,TANANA CHIEFS CONFERENCE,KS
'101250,2014,fqhc,TANANA CHIEFS CONFERENCE,MA
'101250,2013,fqhc,TANANA CHIEFS CONFERENCE,MN
'101250,2012,fqhc,TANANA CHIEFS CONFERENCE,MT
'101250,2011,fqhc,TANANA CHIEFS CONFERENCE,NM
'1262,2010,fqhc,TANANA CHIEFS CONFERENCE,NM
'138,2009,fqhc,TANANA CHIEFS CONFERENCE,OH
